id,topic,note,source_url,created_at
58,angelica_garcilazo_agency_5030_archer_may2026,"Angelica Garcilazo Agency Inc. issued new business license at 5030 S Archer Ave Floor 1, Chicago 60632. License issued Apr 2026. Insurance agency serving Archer Heights corridor.",https://data.cityofchicago.org/Business-Transactions/Business-Licenses/uc4x-hmav,2026-05-06 14:01:39
59,my_green_house_hvac_5145_archer_may2026,"MY GREEN HOUSE HVAC LLC licensed contractor at 5145 S Archer Ave, Chicago 60632. HVAC services, licensed through 2026-2027. New business addition to Archer Avenue service corridor.",https://www.villageofparkforest.com/DocumentCenter/View/8019/Contractor-list-as-of-5-1-24,2026-05-06 14:01:39
60,western_works_100m_groundbreaking_apr2026,"Western Works: Brookfield Properties broke ground April 2026 on $100M, 4-building industrial campus at 47th Street and Western Boulevard (28 acres, 560K+ SF). Former Wheatland Tubing site. Cook County Class 6(b) tax incentive saves estimated $7.2M over 12 years. Located in Back of the Yards near Archer Heights industrial corridor.",https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2026/april/western-works-groundbreaking.html,2026-05-06 14:01:39
61,archer_medical_arts_available_4900_archer_may2026,"Archer Medical Arts Building at 4900 S Archer Ave, Chicago 60632 has 1,950 SF office/retail available (expandable to 5,450 SF). Zoned C2-3. Private parking for 30+ vehicles. 10,701 SF building total with 3 medical suites + 1 retail unit + residential. Heavy traffic corner (Archer 21,700 VPD, Pulaski 31,100 VPD). Across from Curie HS, near CTA Pulaski Orange Line.",https://www.loopnet.com/Listing/4900-S-Archer-Ave-Chicago-IL/25579097/,2026-05-06 14:01:39
62,chicago_industrial_vacancy_72pct_q1_2026,Chicago industrial market Q1 2026 (Savills): vacancy declined 20 bps YoY to 7.2% — lowest since late 2024. Occupiers moving forward on previously delayed decisions. Chicago industrial remains steady post-pandemic with healthy supply-demand balance.,https://www.savills.us/research_articles/256536/389549-0,2026-05-06 14:01:39
63,chicago_restaurant_job_losses_2100_may2026,"Chicago lost 2,100 restaurant jobs as industry fights mandated wage hikes (May 4, 2026, The Center Square). Sub-minimum wage phase-out impacts Southwest Side restaurant economy.",https://www.thecentersquare.com/illinois/article_f81e1a86-3db7-4a0c-a7e7-0eb590705085.html,2026-05-06 14:01:39
48,angelica_garcilazo_agency_apr2026,"Angelica Garcilazo Agency Inc. — new business license issued Apr 2026 at 5030 S Archer Ave Floor 1, Chicago 60632. Insurance agency operating in Archer Heights corridor.",https://data.cityofchicago.org/Business-Economic-Development/Business-Licenses/r5kz-chrr,2026-05-05 14:03:18
49,archer_ave_complete_streets_compromise_may2026,"Archer Avenue Complete Streets compromise: CDOT re-adding 17 parking spots across three sections of Archer Ave in Brighton Park/Archer Heights area after protests. CDOT removing portions of concrete bike barriers near Albany Ave, adding spaces near Troy St and Christiana Ave. Water/sewer work starting mid-May 2026 with 42-inch sewer main installation at Archer and California. Full corridor repaving planned for 2027 between 47th St and Western Ave.",https://blockclubchicago.org/2026/04/30/city-removes-brand-new-concrete-bike-lanes-pedestrian-islands-in-brighton-park-amid-protests/,2026-05-05 14:03:18
50,chicago_industrial_15m_sf_under_construction_q1_2026,"NAI Hiffman Q1 2026: Nearly 15M SF industrial space under construction in Chicago market. 7.9M SF (53.2%) speculative, 6.9M SF (46.8%) build-to-suit. 3.6M SF broke ground in Q1 across 11 projects. I-55 corridor leads with 2.4M SF, Northwest Indiana 2.2M SF.",https://rejournals.com/the-cranes-are-back-nearly-15-million-square-feet-of-industrial-construction-underway-in-chicago-market-during-first-quarter/,2026-05-05 14:03:18
51,chicago_industrial_market_steady_bet_apr2026,"The Real Deal (Apr 30, 2026): Chicago industrial market maintaining healthy supply-demand balance in Q1 2026. Industrial stands out from struggling office and multifamily sectors. NAI Hiffman notes tenant moves more ""thoughtful and strategic"" post-pandemic.",https://therealdeal.com/chicago/2026/04/30/chicago-industrial-market-performance/,2026-05-05 14:03:18
52,galvanize_green_oaks_industrial_acquired_may2026,"Galvanize Real Estate (GRE) acquired a 3-property, 462,300 SF industrial portfolio in Green Oaks, IL (north of Chicago). GRE portfolio now exceeds 2.8M SF. May 4, 2026.",https://www.connectcre.com/stories/galvanize-real-estate-acquires-chicagoland-industrial-portfolio/,2026-05-05 14:03:18
53,4900_s_archer_medical_office_listing_may2026,"4900 S Archer Ave, Chicago 60632 — mixed-use property listing: 10,701 SF building with 3 medical office suites + 1 retail (5,251 SF total) plus 1,550 SF garage. 2nd floor 3,900 SF residential (7bd/3ba) with 900 SF rooftop deck. Private parking for 30+ cars. Priced for medical/dental/wellness use at Archer Ave & 49th St corner, near Pulaski Orange Line.",https://brevitas.com/p/umj6s3JZ3/mixed-use-property-with-private-parking-lot-available-in-archer-heights-neighborhood,2026-05-05 14:03:18
54,southwest_suburbs_cook_county_reassessment_2026,Cook County Assessor: south and west suburbs undergoing property reassessment in 2026. Every property owner receiving Reassessment Notice with updated estimated fair market value. Archer Heights likely included in this cycle.,https://www.cookcountyassessoril.gov/assessment-calendar-and-deadlines,2026-05-05 14:03:18
55,archer_avenue_historic_preservation_debate_apr2026,"La Raza (Apr 30, 2026): Spanish-language editorial arguing Archer Avenue should be protected from ""dubious changes"" and preserved as a historic site. Small business owners fear losing customers from CDOT Complete Streets construction. Bilingual community tensions over bike lane vs. parking/business access priorities.",https://laraza.com/2026/04/30/la-avenida-archer-debe-ser-protegida-de-cambios-dudosos-y-preservada-como-sitio-historico,2026-05-05 14:03:18
56,55_chicago_business_center_2600_w_35th_60632,"55 Chicago Business Center at 2600 W 35th St, Chicago 60632 — 683,000 SF industrial property (built 1930). Space available for lease in Archer Heights/Brighton Park industrial corridor.",https://www.commercialcafe.com/commercial-property/us/il/chicago/55-chicago-business-center/,2026-05-05 14:03:18
57,national_small_business_week_chicago_may2026,"City of Chicago celebrating National Small Business Week May 4-8, 2026. Mayor Johnson and BACP announced events supporting small businesses across all neighborhoods including Southwest Side.",https://www.chicago.gov/city/en/depts/bacp/provdrs/business_support_tools/news/2026/may/nationalsmallbusinessweek.html,2026-05-05 14:03:18
43,ford_city_mall_court_reprieve_may_2026,"Ford City Mall update (late April 2026): Cook County judge postponed vacate hearing to May 15, 2026. City ordered mall closed April 14 over defective fire suppression system. JC Penney announced closure Apr 23 then retracted hours later. Kurv Industrial still in ""waiting status"" on $150M-200M warehouse conversion plan. Namdar Realty Group (owner since 2019) under city pressure.",https://southwestregionalpublishing.com/2026/04/26/ford-city-gets-short-reprieve-jc-penney-stays-put-for-now/,2026-05-04 14:03:20
44,cdot_archer_sewer_main_may_2026,CDOT and Chicago Dept of Water Management: 42-inch sewer main installation starting mid-May 2026 at Archer Avenue & California Avenue intersection. Part of Archer Avenue Complete Streets project. Water/sewer work will affect traffic on the Brighton Park/Archer Heights commercial corridor.,https://www.fox32chicago.com/news/chicago-bike-lane-expansion-sparks-backlash-brighton-park,2026-05-04 14:03:20
45,chicago_industrial_vacancy_5_9_q1_2026,NAI Hiffman Q1 2026: Chicago industrial vacancy improved 10bps to 5.9%. 14.9M SF under construction. 53% speculative vs 47% built-to-suit. 1.5M SF delivered Q1. ~11.6M SF projected to deliver by year-end. Market maintaining healthy supply-demand balance. National industrial vacancy expected to peak mid-2026.,https://therealdeal.com/chicago/2026/04/30/chicago-industrial-market-performance/,2026-05-04 14:03:20
46,archer_bike_lane_compromise_may_2026,"Archer Avenue Complete Streets update (late Apr 2026): CDOT removed concrete bike barriers and pedestrian islands in Brighton Park after protests. Restoring ~17 parking spaces. City adding second southbound lane at Pershing/Rockwell. Tribune editorial called it ""a sensible compromise."" Streetsblog counter-protesters outnumber opponents weekly. Core safety features (crosswalks, left-turn lanes) retained.",https://blockclubchicago.org/2026/04/30/city-removes-brand-new-concrete-bike-lanes-pedestrian-islands-in-brighton-park-amid-protests/,2026-05-04 14:03:20
47,chicago_industrial_investment_measured_q1_2026,"Chicago industrial investment more measured than other major markets in Q1 2026. NAI Hiffman notes tenants are ""more thoughtful and strategic"" with moves post-pandemic. Big-box warehouse demand weakness has reversed — vacancy in larger spaces decreasing. STAG Industrial expects national vacancy inflection H2 2026.",https://rejournals.com/the-cranes-are-back-nearly-15-million-square-feet-of-industrial-construction-underway-in-chicago-market-during-first-quarter/,2026-05-04 14:03:20
38,4900_archer_medical_arts_building_listing,"4900 S Archer Ave (Archer Medical Arts Building) listed for sale $3.6M and for lease. 10,701 SF mixed-use with 3 medical office suites, 1 retail unit, plus 3,900 SF residential unit with 7BR/3BA and 900 SF rooftop deck. C2-3 zoning, 33 parking spaces, across from Curie HS. Discovered 2026-05-03 14:01:50",https://brevitas.com/p/umj6s3JZ3/mixed-use-property-with-private-parking-lot-available-in-archer-heights-neighborhood,2026-05-03 14:01:50
39,angelica_garcilazo_agency_new_business_license,"Angelica Garcilazo Agency Inc. — new business license issued 2026-04-05 at 5030 S Archer Ave, Floor 1, Chicago IL 60632. Insurance agency location in Archer Heights corridor. Discovered 2026-05-03 14:01:50",https://data.cityofchicago.org/api/views/uc4x-hmav/rows.pdf,2026-05-03 14:01:50
40,dmn_construction_5212_archer,"D.M.N. Construction — business record at 5212 S Archer Ave, Chicago 60632. Listed 2026-04-01 with 'new marketing' flag. Construction/contractor business along Archer Avenue corridor.",https://data.cityofchicago.org/api/views/4xb7-8972/rows.pdf,2026-05-03 14:01:50
41,chicago_industrial_market_q2_2026_steady,Chicago industrial market 'maintained a healthy supply-demand balance' in Q1 2026. NAI Hiffman reports steady activity — office market faces oversupply while multifamily/residential lack new supply. Industrial vacancy 5.5-6% metro-wide but under 2% in O'Hare/Elk Grove corridor. Chicago industrial prices up 31% since 2019 vs 70% national average. Class A industrial (under 20% of inventory) had strong net absorption in 2025.,https://therealdeal.com/chicago/2026/04/30/chicago-industrial-market-performance/,2026-05-03 14:01:50
42,greater_chicago_food_depository_hydroponic,Greater Chicago Food Depository (Archer Heights) launched hydroponic herb garden to produce fresh herbs for thousands of daily meals. Located in 60632. Exploring expansion of hydroponic units. Reported May 2026 by ABC7 Chicago.,https://abc7chicago.com/post/how-greater-chicago-food-depository-is-growing-own-hydroponic-herbs-feed-neighbors/18979919/,2026-05-03 14:01:50
30,brighton_park_archer_bike_lane_controversy,"Archer Avenue bike lane controversy in Brighton Park: City removed concrete bike barriers near 38th St after protests from business owners citing lost parking and reduced sales. CDOT restoring 17 parking spaces while keeping core safety features. Over 3,000 signatures submitted in protest. Water/sewer work starting mid-May 2026 — 42-inch sewer main at Archer and California. Article: blockclubchicago.org/2026/04/30 — Chicago Tribune editorial 2026/05/01 called for compromise.",https://blockclubchicago.org/2026/04/30/city-removes-brand-new-concrete-bike-lanes-pedestrian-islands-in-brighton-park-amid-protests/,2026-05-02 14:02:13
31,la_raza_archer_avenue_historic_preservation,La Raza article (2026-04-30): Small business owners along Archer Avenue fear losing customers due to construction changes and bike lane project. Questions need for bike lane on Archer. Argues Archer Avenue should be protected from questionable changes and preserved as a historic site.,https://laraza.com/2026/04/30/la-avenida-archer-debe-ser-protegida-de-cambios-dudosos-y-preservada-como-sitio-historico,2026-05-02 14:02:13
32,chicago_industrial_market_q1_2026_vacancy,Chicago industrial market Q1 2026 (NAI Hiffman/RealDeal): Vacancy improved 10bps QoQ to 5.9%. 14.9M SF under construction. Chicago's massive inventory acts as supply buffer — prices grew only 31% since 2019 vs 70% nationally. O'Hare/Elk Grove corridor vacancy under 2%. Hyundai Translead signed 1.3M SF lease in Joliet. Source: therealdeal.com/chicago/2026/04/30/,https://therealdeal.com/chicago/2026/04/30/chicago-industrial-market-performance/,2026-05-02 14:02:13
33,gerresheimer_chicago_heights_closure,German glass manufacturer Gerresheimer closing Chicago Heights plant in 2026. Moving production to Italy and India as part of global cost transformation program. Layoffs scheduled for September 2026. Impact on regional manufacturing employment. Source: pjstar.com 2026-04-26.,https://www.pjstar.com/story/business/manufacturing/2026/04/26/illinois-loses-manufacturing-business-and-employees-to-be-laid-off/89773546007/,2026-05-02 14:02:13
34,illinois_sb4060_zoning_reform_middle_housing,Illinois SB 4060 (BUILD Act): Senate bill requiring municipalities to allow middle housing (2-8 units) on any lot currently zoned for single-family use. Could affect Archer Heights residential infill potential. Sponsored by Hunter (D-Chicago) as part of Gov Pritzker's BUILD proposal. Source: mchenrycountyblog.com 2026-04-30.,https://www.mchenrycountyblog.com/2026/04/30/senate-sponsor-of-bill-to-gut-local-zoning-speaks,2026-05-02 14:02:13
35,chicago_business_license_60632_angelica_garcilazo,"ANGELICA GARCILAZO AGENCY INC. — new business license issued 2026-04-05 at 5030 S Archer Ave, Floor 1, Chicago, IL 60632. New agency/service business on Archer Avenue corridor.",https://data.cityofchicago.org/api/views/uc4x-hmav/rows.pdf,2026-05-02 14:02:13
36,us_manufacturing_expansion_april_2026,US manufacturing sector grew for 4th straight month in April 2026 (ISM report). April marked 18th month of overall economic expansion. Chicago Business Barometer eased in March after growing Dec-Feb. Source: Steel Market Update 2026-05-01.,https://www.steelmarketupdate.com/2026/05/01/manufacturing-sector-reports-fourth-month-of-expansion/,2026-05-02 14:02:13
37,ibm_quantum_campus_750_jobs_chicago,IBM to hire 750 technical workers at Illinois Quantum and Microelectronics Park on Chicago's South Side. 180 from City Colleges apprenticeship program. 9M state incentives. Five-year commitment. Significant tech infrastructure investment near Southwest Side industrial corridor. Source: Crain's Chicago Business 2026-04-29.,https://colleges.ccc.edu/2026/04/29/crains-chicago-reports-ibm-to-hire-750-at-chicagos-quantum-campus/,2026-05-02 14:02:13
25,Burbank Retail Corridor (Cicero Avenue),"Cicero Avenue through Burbank is a major retail corridor with ~2.5M sq ft of retail GLA. Key centers: Burbank Station (303K sf, grocery-anchored at 7730 S Cicero), Burbank Plaza (Jewel-Osco anchored at 79th & Cicero), and Ford City Mall (1.2M sf) directly adjacent. Traffic counts of 69,100 vehicles/day at 79th & Cicero intersection. Also anchored by Best Buy, HomeGoods, PetSmart, Ashley Furniture.",https://www.loopnet.com/Listing/7910-8004-S-Cicero-Ave-Burbank-IL/38309278/,2026-05-02 01:13:07
26,Burbank industrial/employment base,"Burbank is primarily a retail and residential suburb (population ~28,500). Major employment comes from the Cicero Avenue retail corridor, schools (Burbank SD 111, Reavis HS), and nearby industrial areas in Bedford Park and Archer Heights to the north. Light industrial/logistics facilities are limited within Burbank proper compared to adjacent Archer Heights/Clearing industrial corridors.",https://www.burbankil.gov/,2026-05-02 01:13:07
27,Adjacency to Archer Heights industrial corridor,"Burbank sits directly south of the Archer Heights/Clearing industrial corridors (60632), connected via Cicero Avenue and 79th Street. The Clearing Industrial District and Bedford Park rail yards are within 2 miles. This makes Burbank relevant as a residential labor pool and potential expansion zone for industrial/logistics businesses in the broader southwest Chicago industrial market.",,2026-05-02 01:13:07
28,Burbank Station shopping center,"303,566 sf regional power center at 7730 S Cicero Ave. Anchored by Food 4 Less, HomeGoods, Bob's Discount Furniture, Babies R Us, PetSmart, Sports Authority, Ashley Furniture. Built in 2004. Occupies the former Ford City Mall parking field. Represents a significant commercial node in the southwest suburbs.",https://abbell.com/project/burbank-station/,2026-05-02 01:13:07
29,Burbank Chamber of Commerce,"Active chamber supporting local businesses. Located at 5501 W 79th St, Burbank IL 60459. Directory includes ~100+ member businesses across retail, services, construction, and professional services sectors.",https://www.burbankilchamber.com/,2026-05-02 01:13:07
18,ford_city_mall_industrial_conversion_2026,"Ford City Mall (7601 S Cicero Ave, Chicago 60652 — adjacent to 60632) facing emergency closure over defective fire suppression system (Apr 16, 2026). Cook County judge temporarily halted closure (Apr 24). Mall 54% vacant, JCPenney anchor lease expired Feb 2026. Kurv Industrial (formerly Bridge Industrial) under contract to acquire the 66-acre site from Namdar Realty Group for $150M-$200M redevelopment into 913K SF industrial campus: 4 warehouses, 92 loading docks, 923 parking spaces. Projected 400-450 jobs, ~$2M/yr property taxes. Construction fall 2026, opening 2028. Zoning change B3-2 to M2-2 pending. ~900 signature community petition opposing.",https://chicago.suntimes.com/business/2026/04/16/ford-city-mall-closed-fire-suppression-system,2026-05-01 14:09:12
19,cdot_complete_streets_archer_ave_nearly_complete,"CDOT Complete Streets roadwork on Archer Ave (47th to Western) — 4-to-3 lane conversion, protected bike lanes, pedestrian islands — construction began Oct 2025, expected complete May 2026. Controversy: Brighton Park residents protested; brand-new concrete bike lanes removed Apr 30, 2026 after protests, re-adding 17 parking spots. CDOT director says no plans to extend further southwest. DWM water work continuing through fall 2026.",https://www.chicagobusiness.com/transportation/cdot-archer-ave-complete-streets,2026-05-01 14:09:12
20,archer_heights_industrial_available_inventory_april_2026,"Industrial space available in 60632: ~473K SF total across ~9 spaces. Archer Heights neighborhood: ~177K SF (3 spaces). Average asking industrial rent: $9.43/SF/yr. Class C: $7.25/SF/yr. Chicago overall industrial vacancy Q1 2026: ~5.3%-7.2%. Key available: Pulaski 55 Logistics Center (147,500 SF new Class-A, 4510 W Ann Lurie Pl) still available via Colliers. 4444 S Kildare Ave (110,994 SF manufacturing). 4800-4850 S Kilbourn Ave (101,699 SF industrial campus, on market). 4235 W Ann Lurie Pl (48,456 SF cold storage distribution). Chicago industrial net absorption Q1: 1.7 MSF positive; leasing volume 13.3 MSF.",https://www.loopnet.com/search/industrial-space/chicago-il/60632/,2026-05-01 14:09:12
21,geodis_cold_chain_chicago_opening,"GEODIS opened first cold-chain cross-dock facility in the Americas in Chicago (Apr 22-27, 2026). 78,000 SF bonded facility with multiple temperature zones for healthcare sector. Positive signal for Chicago cold storage/logistics market serving Archer Heights corridor.",https://www.reuters.com/business/geodis-opens-first-americas-cold-chain-facility-chicago,2026-05-01 14:09:12
22,chicago_industrial_market_q1_2026_update,"NAI Hiffman Q1 2026: Chicago industrial market maintains healthy supply-demand balance. Industrial vacancy ticking up but still strong for well-located properties with multimodal access. Brookfield broke ground on Western Works (4-building, 560K+ SF in Back of the Yards) Apr 17. Chicago PMI expanded 3rd straight month (52.8 in March 2026). OmniTRAX signed long-term lease for 90-acre parcel for Chicago largest multi-modal logistics hub (March 2026).",https://www.chicagobusiness.com/real-estate/commercial/ccb-chicago-first-quarter-industrial-vacancy-20260427/,2026-05-01 14:09:12
23,brighton_park_community_service_center_open,"Brighton Park Neighborhood Network Service Center at 4000 S Archer Ave — groundbreaking early 2024, expected completion summer 2025-2026. New community hub designed by JGMA architects. Serves Archer Heights/Brighton Park corridor.",https://www.chicago.gov/city/en/depts/dcd/provdrs/neigh/brighton-park.html,2026-05-01 14:09:12
24,zemskys_closing_archer_heights,"Zemsky's (4181 S Archer Ave) — iconic Southwest Side clothing store since 1958 — began inventory liquidation sales. Sign of retail transition on Archer Avenue corridor. Family-owned business closing after 68 years, reflecting retail decline along the corridor.",https://www.greatersouthwestnews.com/2026/04/28/zemskys-closing-archer-heights,2026-05-01 14:09:12
9,angelica_garcilazo_agency,"Angelica Garcilazo Agency Inc. — New business license issued 04/05/2026 at 5030 S Archer Ave Floor 1, Chicago, IL 60632. Insurance agency operating on primary Archer Ave commercial corridor.",https://data.cityofchicago.org/api/views/uc4x-hmav/rows.pdf,2026-04-30 14:01:56
10,cementmex_60632,"Cementmex — Business license issued 04/25/2026 at 5204 S Washtenaw Ave, Chicago, IL 60632. Construction materials/supply in Brighton Park area at southwest edge of 60632. Mexican cement products distribution.",https://data.cityofchicago.org/api/views/6bsa-vpwu/rows.pdf,2026-04-30 14:01:56
11,archer_medical_arts_building_listing,"4900 S Archer Ave — Archer Medical Arts Building office/retail listing on LoopNet. 1,950 SF available, up to 5,450 SF. Zoned C2-3. Private parking 30+ vehicles. On Archer Ave (21,700 VPD) & 49th St across from Curie HS, near CTA Pulaski Orange Line.",https://www.loopnet.com/Listing/4900-S-Archer-Ave-Chicago-IL/25579097/,2026-04-30 14:01:56
12,commercial_storefront_4239_archer,"4239 S Archer Ave #2 — 1,800 SF ground-floor commercial storefront available. Previously a dental office. Adaptable for medical, retail, salon, professional office. $3,500/mo. Listed Apr 2026.",https://www.beycome.com/4239-S-Archer-Avenue-2-Chicago-IL-60632/MRED12515540,2026-04-30 14:01:56
13,mixed_use_investment_4239_archer,"4239 S Archer Ave — Mixed-use investment property. Three ground-floor commercial units totaling ~5,400 SF. Two leased, one vacant. Listed MLS Apr 2, 2026.",https://sergioandbanks.com/for-sale/4239-Archer-Chicago-IL-60632/R12420752/,2026-04-30 14:01:56
14,marshalls_archer_heights_confirmed,"Marshalls at 4130 S Pulaski Rd, Archer Heights confirmed remaining open amid Hyde Park closure (Apr 2026). Regional retail anchor on Pulaski Rd.",https://www.nbcchicago.com/news/local/marshalls-to-close-location-in-prominent-chicago-neighborhood/3921071/,2026-04-30 14:01:56
15,ibm_quantum_hub_750_jobs_south_side,"IBM quantum innovation hub on Chicago South Side announced Apr 29, 2026. 750 new full-time jobs. Proximity positive for Archer Heights workforce pool.",https://bizjournals.com/chicago/news/2026/04/29/ibm-quantum-hub-750-jobs-south-side.html,2026-04-30 14:01:56
16,chicago_warehouse_vacancy_q1_2026,Chicago warehouse vacancy ticked up Q1 2026 per Crain's (Apr 27). Demand below pandemic peak but still strong for well-located properties with multimodal access like 60632.,https://www.chicagobusiness.com/real-estate/commercial/ccb-chicago-first-quarter-industrial-vacancy-20260427/,2026-04-30 14:01:56
17,western_works_brookfield_back_of_the_yards,"Brookfield broke ground on Western Works — 4-building, 560K+ SF industrial campus in Back of the Yards (Apr 17). Signals institutional appetite for Chicago industrial near I-55.",https://chicago.suntimes.com/real-estate/2026/04/17/brookfield-breaks-ground-4-building-industrial-campus-back-of-the-yards,2026-04-30 14:01:56
1,industrial_overview,"60632 Archer Heights is a dense industrial corridor with major metal fabrication, packaging, food manufacturing, and logistics sectors anchored by Bagcraft/Novolex ($279M, 1200 emp), Chicago Metal Fabricators (founded 1908), and Vitner's/Utz snack distribution.",,2026-04-30 04:13:57
2,45th_and_tripp,"The 45th & Tripp area is the industrial epicenter. Key properties include Vitner's distribution (4202 W 45th), Isola Imports (4525 S Tripp, 52,600 SF), and a large 92,859 SF flex building at 4500 S Tripp. Part of the Crawford Industrial Park with direct I-55 access.",,2026-04-30 04:13:57
3,bagcraft_novolex,"Bagcraft Packaging at 3900 W 43rd St is the largest North American converter of paper-based flexible foodservice packaging. Part of Novolex portfolio. ~1,200 employees, $279M+ revenue. Produces bags, deli paper, coffee sleeves, trays. Runs EcoCraft sustainable line. Founded 1947.",,2026-04-30 04:13:57
4,rail_infrastructure,"Exceptional rail access: BNSF Corwith Intermodal (1 sq mi, 6 Class I railroads), Belt Railway of Chicago (largest intermediate switching terminal in US, 8,400 cars/day), Chicago Rail Link. 7 intermodal yards within 30 min of 4800 S Kilbourn.",,2026-04-30 04:13:57
5,recent_development,"Sterling Bay's $25M, 147,500 SF Class-A spec industrial warehouse at 4510 W Ann Lurie Pl (tax incentive approved 2023). City's 'Moving Archer Forward' initiative (2025-2026) evaluating land use and zoning. Bridge Industrial vying to redevelop Ford City Mall into 913K SF warehouse complex.",,2026-04-30 04:13:57
6,cre_market,"Major listing: 4800 S Kilbourn Ave (237,694 SF, 8.58 acres, 4 overhead bridge cranes up to 15 ton, 14-41 ft clear height, 12 interior docks, near 7 intermodal yards). Multiple flex spaces (12K-71K SF) available along Tripp corridor at $8.95-$9.50/SF/YR.",,2026-04-30 04:13:57
7,midway_economic_impact,"Midway International Airport is a major economic driver for Archer Heights, providing jobs and attracting businesses that rely on proximity to air travel. Stevenson Expressway (I-55) provides easy access to downtown Chicago.",,2026-04-30 04:13:57
8,key_corridors,"Archer Avenue and Cicero Avenue are the primary commercial/industrial corridors. Cicero Ave hosts a mix of retail, industrial, and service businesses. Archer Ave corridor improvements planned including bike lanes and traffic safety (controversial due to parking concerns).",,2026-04-30 04:13:57
